Execução,Distância Total,Melhor Caminho,Iterações,População,Mutação,Tentativas,Tempo de Execução
27,158.41274550412703,"[25 23 22 14 13  7 21  1 11  8 26 16 12  6 17 24 29  3  9  2  5 10  0 20
 15  4 19 27 28 18]",500,100,0.1,30,3.700282096862793
19,159.88594680413112,"[15 26  4 19 25 27 10 12  6 17 18 28 13 14  7 22  8 29 24  2  5  0 16 20
  9  3 21  1 11 23]",500,100,0.1,30,4.673485517501831
69,160.22651747973578,"[17  6  2 24 29 22 21  1 19 27  8 26 20 16 12  5  9  3 28 18 14 13  7 11
 23 25  4 10  0 15]",500,100,0.1,30,3.8894262313842773
86,160.5598326831712,"[17 15  4 19 27  8  9  6 12 16 20  0 26 10  5  3 28 14 22 21 11 25 23  1
  7 13 18 29 24  2]",500,100,0.1,30,2.860382556915283
42,162.9761602394523,"[17  6 12  5  3 28 18 14  8 10  4 19 27 25 23 11  9 26 15 16 20  0  2 24
 29 22 13  7 21  1]",500,100,0.1,30,2.9314887523651123
56,163.0622493315857,"[25 23 11 13 28 22  8  3  9 26 15  4  2 29 24 17  6 12  0 20 16 10  5 18
 14  7 21  1 27 19]",500,100,0.1,30,2.7788195610046387
91,163.64316922988058,"[ 7 13 14 28 18 22 29  6 16 26  2  9 19 27 11 21  1 23 25  4  5 10  0 20
 15 12 17 24  3  8]",500,100,0.1,30,2.646601438522339
12,164.228089621031,"[18 28 22  3  9  8 21  1 11 23  2  5  0 15  4 25 27 19 26 10 20 16 12  6
 24 29 14 13  7 17]",500,100,0.1,30,3.7966535091400146
13,166.08564327005865,"[25 27  4 15 10  5  0 20 26 11 21 22 28  3  8  9 29 18 14 13  7  1 23 19
 16 12  6 24  2 17]",500,100,0.1,30,1.727156400680542
52,171.90915872166048,"[23 11  1 21 28 18  9 10 26  0 20 15  4  3  8 19 25 27  2 24 12 16  5  6
 17 29 22 14 13  7]",500,100,0.1,30,2.290133237838745
